Date,Exchange rate
2/25/2009 0:00:00,92.11
2/26/2009 0:00:00,92.12
2/27/2009 0:00:00,92.13
3/2/2009 0:00:00,92.13
3/3/2009 0:00:00,92.13
3/4/2009 0:00:00,92.14
3/5/2009 0:00:00,92.14
3/6/2009 0:00:00,92.15
3/9/2009 0:00:00,92.15
3/10/2009 0:00:00,92.15
3/11/2009 0:00:00,92.15
3/12/2009 0:00:00,92.16
3/13/2009 0:00:00,92.16
3/16/2009 0:00:00,92.17
3/17/2009 0:00:00,92.17
3/18/2009 0:00:00,92.18
3/19/2009 0:00:00,92.19
3/20/2009 0:00:00,92.19
3/23/2009 0:00:00,92.19
3/24/2009 0:00:00,92.20
3/25/2009 0:00:00,92.20
3/26/2009 0:00:00,92.20
3/27/2009 0:00:00,92.20
3/30/2009 0:00:00,92.21
3/31/2009 0:00:00,92.21
4/1/2009 0:00:00,92.22
4/2/2009 0:00:00,92.22
4/3/2009 0:00:00,92.22
4/6/2009 0:00:00,92.23
4/7/2009 0:00:00,92.23
4/8/2009 0:00:00,92.23
4/9/2009 0:00:00,92.23
4/10/2009 0:00:00,92.24
4/13/2009 0:00:00,92.25
4/14/2009 0:00:00,92.25
4/15/2009 0:00:00,92.25
4/16/2009 0:00:00,92.25
4/17/2009 0:00:00,92.25
4/20/2009 0:00:00,92.27
4/21/2009 0:00:00,92.27
4/22/2009 0:00:00,92.28
4/23/2009 0:00:00,92.29
4/24/2009 0:00:00,92.30
4/27/2009 0:00:00,92.30
4/28/2009 0:00:00,92.30
4/29/2009 0:00:00,92.30
4/30/2009 0:00:00,92.30
5/1/2009 0:00:00,92.31
5/4/2009 0:00:00,92.31
5/5/2009 0:00:00,92.31
5/6/2009 0:00:00,92.31
5/7/2009 0:00:00,92.33
5/8/2009 0:00:00,92.33
5/11/2009 0:00:00,92.34
5/12/2009 0:00:00,92.34
5/13/2009 0:00:00,92.34
5/14/2009 0:00:00,92.34
5/15/2009 0:00:00,92.36
5/18/2009 0:00:00,92.36
5/19/2009 0:00:00,92.36
5/20/2009 0:00:00,92.37
5/21/2009 0:00:00,92.37
5/22/2009 0:00:00,92.37
5/25/2009 0:00:00,92.38
5/26/2009 0:00:00,92.38
5/27/2009 0:00:00,92.38
5/28/2009 0:00:00,92.38
5/29/2009 0:00:00,92.39
6/1/2009 0:00:00,92.39
6/2/2009 0:00:00,92.39
6/3/2009 0:00:00,92.39
6/4/2009 0:00:00,92.41
6/5/2009 0:00:00,92.41
6/8/2009 0:00:00,92.41
6/9/2009 0:00:00,92.42
6/10/2009 0:00:00,92.43
6/11/2009 0:00:00,92.43
6/12/2009 0:00:00,92.43
6/15/2009 0:00:00,92.43
6/16/2009 0:00:00,92.44
6/17/2009 0:00:00,92.44
6/18/2009 0:00:00,92.45
6/19/2009 0:00:00,92.45
6/22/2009 0:00:00,92.45
6/23/2009 0:00:00,92.46
6/24/2009 0:00:00,92.47
6/25/2009 0:00:00,92.47
6/26/2009 0:00:00,92.47
6/29/2009 0:00:00,92.48
6/30/2009 0:00:00,92.48
7/1/2009 0:00:00,92.48
7/2/2009 0:00:00,92.49
7/3/2009 0:00:00,92.50
7/6/2009 0:00:00,92.50
7/7/2009 0:00:00,92.51
7/8/2009 0:00:00,92.51
7/9/2009 0:00:00,92.51
7/10/2009 0:00:00,92.51
7/13/2009 0:00:00,92.51
7/14/2009 0:00:00,92.52
7/15/2009 0:00:00,92.52
7/16/2009 0:00:00,92.53
7/17/2009 0:00:00,92.53
7/20/2009 0:00:00,92.53
7/21/2009 0:00:00,92.53
7/22/2009 0:00:00,92.54
7/23/2009 0:00:00,92.54
7/24/2009 0:00:00,92.54
7/27/2009 0:00:00,92.54
7/28/2009 0:00:00,92.55
7/29/2009 0:00:00,92.55
7/30/2009 0:00:00,92.55
7/31/2009 0:00:00,92.57
8/3/2009 0:00:00,92.58
8/4/2009 0:00:00,92.59
8/5/2009 0:00:00,92.60
8/6/2009 0:00:00,92.60
8/7/2009 0:00:00,92.60
8/10/2009 0:00:00,92.60
8/11/2009 0:00:00,92.61
8/12/2009 0:00:00,92.61
8/13/2009 0:00:00,92.61
8/14/2009 0:00:00,92.62
8/17/2009 0:00:00,92.62
8/18/2009 0:00:00,92.62
8/19/2009 0:00:00,92.62
8/20/2009 0:00:00,92.62
8/21/2009 0:00:00,92.62
8/24/2009 0:00:00,92.62
8/25/2009 0:00:00,92.63
8/26/2009 0:00:00,92.63
8/27/2009 0:00:00,92.63
8/28/2009 0:00:00,92.63
8/31/2009 0:00:00,92.64
9/1/2009 0:00:00,92.64
9/2/2009 0:00:00,92.65
9/3/2009 0:00:00,92.65
9/4/2009 0:00:00,92.66
9/7/2009 0:00:00,92.66
9/8/2009 0:00:00,92.66
9/9/2009 0:00:00,92.66
9/10/2009 0:00:00,92.66
9/11/2009 0:00:00,92.66
9/14/2009 0:00:00,92.66
9/15/2009 0:00:00,92.67
9/16/2009 0:00:00,92.67
9/17/2009 0:00:00,92.67
9/18/2009 0:00:00,92.67
9/21/2009 0:00:00,92.68
9/22/2009 0:00:00,92.68
9/23/2009 0:00:00,92.68
9/24/2009 0:00:00,92.70
9/25/2009 0:00:00,92.71
9/28/2009 0:00:00,92.71
9/29/2009 0:00:00,92.72
9/30/2009 0:00:00,92.72
10/1/2009 0:00:00,92.72
10/2/2009 0:00:00,92.73
10/5/2009 0:00:00,92.73
10/6/2009 0:00:00,92.73
10/7/2009 0:00:00,92.73
10/8/2009 0:00:00,92.74
10/9/2009 0:00:00,92.74
10/12/2009 0:00:00,92.74
10/13/2009 0:00:00,92.75
10/14/2009 0:00:00,92.75
10/15/2009 0:00:00,92.75
10/16/2009 0:00:00,92.75
10/19/2009 0:00:00,92.75
10/20/2009 0:00:00,92.76
10/21/2009 0:00:00,92.76
10/22/2009 0:00:00,92.77
10/23/2009 0:00:00,92.77
10/26/2009 0:00:00,92.77
10/27/2009 0:00:00,92.77
10/28/2009 0:00:00,92.79
10/29/2009 0:00:00,92.79
10/30/2009 0:00:00,92.80
11/2/2009 0:00:00,92.80
11/3/2009 0:00:00,92.81
11/4/2009 0:00:00,92.82
11/5/2009 0:00:00,92.82
11/6/2009 0:00:00,92.83
11/9/2009 0:00:00,92.83
11/10/2009 0:00:00,92.84
11/11/2009 0:00:00,92.84
11/12/2009 0:00:00,92.84
11/13/2009 0:00:00,92.84
11/16/2009 0:00:00,92.85
11/17/2009 0:00:00,92.85
11/18/2009 0:00:00,92.86
11/19/2009 0:00:00,92.86
11/20/2009 0:00:00,92.87
11/23/2009 0:00:00,92.87
11/24/2009 0:00:00,92.87
11/25/2009 0:00:00,92.88
11/26/2009 0:00:00,92.89
11/27/2009 0:00:00,92.89
11/30/2009 0:00:00,92.90
12/1/2009 0:00:00,92.90
12/2/2009 0:00:00,92.90
12/3/2009 0:00:00,92.90
12/4/2009 0:00:00,92.91
12/7/2009 0:00:00,92.91
12/8/2009 0:00:00,92.91
12/9/2009 0:00:00,92.91
12/10/2009 0:00:00,92.91
12/11/2009 0:00:00,92.91
12/14/2009 0:00:00,92.91
12/15/2009 0:00:00,92.91
12/16/2009 0:00:00,92.92
12/17/2009 0:00:00,92.92
12/18/2009 0:00:00,92.92
12/21/2009 0:00:00,92.92
12/22/2009 0:00:00,92.93
12/23/2009 0:00:00,92.93
12/24/2009 0:00:00,92.93
12/25/2009 0:00:00,92.94
12/28/2009 0:00:00,92.94
12/29/2009 0:00:00,92.94
12/30/2009 0:00:00,92.95
12/31/2009 0:00:00,92.95
1/1/2010 0:00:00,92.95
1/4/2010 0:00:00,92.96
1/5/2010 0:00:00,92.96
1/6/2010 0:00:00,92.97
1/7/2010 0:00:00,92.97
1/8/2010 0:00:00,92.97
1/11/2010 0:00:00,92.98
1/12/2010 0:00:00,92.98
1/13/2010 0:00:00,92.99
1/14/2010 0:00:00,93.01
1/15/2010 0:00:00,93.01
1/18/2010 0:00:00,93.01
1/19/2010 0:00:00,93.04
1/20/2010 0:00:00,93.04
1/21/2010 0:00:00,93.04
1/22/2010 0:00:00,93.04
1/25/2010 0:00:00,93.05
1/26/2010 0:00:00,93.05
1/27/2010 0:00:00,93.05
1/28/2010 0:00:00,93.06
1/29/2010 0:00:00,93.08
2/1/2010 0:00:00,93.08
2/2/2010 0:00:00,93.08
2/3/2010 0:00:00,93.09
2/4/2010 0:00:00,93.09
2/5/2010 0:00:00,93.09
2/8/2010 0:00:00,93.10
2/9/2010 0:00:00,93.10
2/10/2010 0:00:00,93.10
2/11/2010 0:00:00,93.10
2/12/2010 0:00:00,93.11
2/15/2010 0:00:00,93.11
2/16/2010 0:00:00,93.12
2/17/2010 0:00:00,93.12
2/18/2010 0:00:00,93.12
2/19/2010 0:00:00,93.13
2/22/2010 0:00:00,93.14
2/23/2010 0:00:00,93.14
2/24/2010 0:00:00,93.14
2/25/2010 0:00:00,93.15
2/26/2010 0:00:00,93.16
3/1/2010 0:00:00,93.16
3/2/2010 0:00:00,93.16
3/3/2010 0:00:00,93.16
3/4/2010 0:00:00,93.16
3/5/2010 0:00:00,93.16
3/8/2010 0:00:00,93.17
3/9/2010 0:00:00,93.17
3/10/2010 0:00:00,93.19
3/11/2010 0:00:00,93.19
3/12/2010 0:00:00,93.21
3/15/2010 0:00:00,93.21
3/16/2010 0:00:00,93.21
3/17/2010 0:00:00,93.22
3/18/2010 0:00:00,93.22
3/19/2010 0:00:00,93.22
3/22/2010 0:00:00,93.22
3/23/2010 0:00:00,93.22
3/24/2010 0:00:00,93.23
3/25/2010 0:00:00,93.23
3/26/2010 0:00:00,93.23
3/29/2010 0:00:00,93.23
3/30/2010 0:00:00,93.24
3/31/2010 0:00:00,93.24
4/1/2010 0:00:00,93.25
4/2/2010 0:00:00,93.25
4/5/2010 0:00:00,93.26
4/6/2010 0:00:00,93.26
4/7/2010 0:00:00,93.26
4/8/2010 0:00:00,93.26
4/9/2010 0:00:00,93.27
4/12/2010 0:00:00,93.28
4/13/2010 0:00:00,93.28
4/14/2010 0:00:00,93.28
4/15/2010 0:00:00,93.28
4/16/2010 0:00:00,93.29
4/19/2010 0:00:00,93.29
4/20/2010 0:00:00,93.29
4/21/2010 0:00:00,93.29
4/22/2010 0:00:00,93.29
4/23/2010 0:00:00,93.30
4/26/2010 0:00:00,93.30
4/27/2010 0:00:00,93.30
4/28/2010 0:00:00,93.31
4/29/2010 0:00:00,93.31
4/30/2010 0:00:00,93.31
5/3/2010 0:00:00,93.31
5/4/2010 0:00:00,93.31
5/5/2010 0:00:00,93.32
5/6/2010 0:00:00,93.32
5/7/2010 0:00:00,93.32
5/10/2010 0:00:00,93.32
5/11/2010 0:00:00,93.32
5/12/2010 0:00:00,93.33
5/13/2010 0:00:00,93.33
5/14/2010 0:00:00,93.34
5/17/2010 0:00:00,93.35
5/18/2010 0:00:00,93.35
5/19/2010 0:00:00,93.36
5/20/2010 0:00:00,93.36
5/21/2010 0:00:00,93.37
5/24/2010 0:00:00,93.37
5/25/2010 0:00:00,93.37
5/26/2010 0:00:00,93.37
5/27/2010 0:00:00,93.38
5/28/2010 0:00:00,93.38
5/31/2010 0:00:00,93.38
6/1/2010 0:00:00,93.40
6/2/2010 0:00:00,93.40
6/3/2010 0:00:00,93.40
6/4/2010 0:00:00,93.40
6/7/2010 0:00:00,93.40
6/8/2010 0:00:00,93.41
6/9/2010 0:00:00,93.41
6/10/2010 0:00:00,93.41
6/11/2010 0:00:00,93.42
6/14/2010 0:00:00,93.42
6/15/2010 0:00:00,93.42
6/16/2010 0:00:00,93.42
6/17/2010 0:00:00,93.42
6/18/2010 0:00:00,93.43
6/21/2010 0:00:00,93.43
6/22/2010 0:00:00,93.43
6/23/2010 0:00:00,93.43
6/24/2010 0:00:00,93.43
6/25/2010 0:00:00,93.43
6/28/2010 0:00:00,93.43
6/29/2010 0:00:00,93.44
6/30/2010 0:00:00,93.44
7/1/2010 0:00:00,93.45
7/2/2010 0:00:00,93.47
7/5/2010 0:00:00,93.47
7/6/2010 0:00:00,93.48
7/7/2010 0:00:00,93.48
7/8/2010 0:00:00,93.48
7/9/2010 0:00:00,93.48
7/12/2010 0:00:00,93.49
7/13/2010 0:00:00,93.49
7/14/2010 0:00:00,93.49
7/15/2010 0:00:00,93.50
7/16/2010 0:00:00,93.50
7/19/2010 0:00:00,93.51
7/20/2010 0:00:00,93.51
7/21/2010 0:00:00,93.51
7/22/2010 0:00:00,93.52
7/23/2010 0:00:00,93.52
7/26/2010 0:00:00,93.52
7/27/2010 0:00:00,93.52
7/28/2010 0:00:00,93.53
7/29/2010 0:00:00,93.54
7/30/2010 0:00:00,93.55
8/2/2010 0:00:00,93.55
8/3/2010 0:00:00,93.55
8/4/2010 0:00:00,93.55
8/5/2010 0:00:00,93.55
8/6/2010 0:00:00,93.55
8/9/2010 0:00:00,93.55
8/10/2010 0:00:00,93.55
8/11/2010 0:00:00,93.55
8/12/2010 0:00:00,93.56
8/13/2010 0:00:00,93.56
8/16/2010 0:00:00,93.56
8/17/2010 0:00:00,93.57
8/18/2010 0:00:00,93.57
8/19/2010 0:00:00,93.58
8/20/2010 0:00:00,93.58
8/23/2010 0:00:00,93.58
8/24/2010 0:00:00,93.59
8/25/2010 0:00:00,93.59
8/26/2010 0:00:00,93.59
8/27/2010 0:00:00,93.59
8/30/2010 0:00:00,93.59
8/31/2010 0:00:00,93.60
9/1/2010 0:00:00,93.60
9/2/2010 0:00:00,93.60
9/3/2010 0:00:00,93.60
9/6/2010 0:00:00,93.60
9/7/2010 0:00:00,93.60
9/8/2010 0:00:00,93.60
9/9/2010 0:00:00,93.61
9/10/2010 0:00:00,93.61
9/13/2010 0:00:00,93.61
9/14/2010 0:00:00,93.61
9/15/2010 0:00:00,93.62
9/16/2010 0:00:00,93.63
9/17/2010 0:00:00,93.63
9/20/2010 0:00:00,93.63
9/21/2010 0:00:00,93.63
9/22/2010 0:00:00,93.63
9/23/2010 0:00:00,93.63
9/24/2010 0:00:00,93.64
9/27/2010 0:00:00,93.64
9/28/2010 0:00:00,93.64
9/29/2010 0:00:00,93.64
9/30/2010 0:00:00,93.65
10/1/2010 0:00:00,93.65
10/4/2010 0:00:00,93.66
10/5/2010 0:00:00,93.66
10/6/2010 0:00:00,93.66
10/7/2010 0:00:00,93.66
10/8/2010 0:00:00,93.66
10/11/2010 0:00:00,93.66
10/12/2010 0:00:00,93.66
10/13/2010 0:00:00,93.67
10/14/2010 0:00:00,93.67
10/15/2010 0:00:00,93.67
10/18/2010 0:00:00,93.67
10/19/2010 0:00:00,93.67
10/20/2010 0:00:00,93.67
10/21/2010 0:00:00,93.68
10/22/2010 0:00:00,93.68
10/25/2010 0:00:00,93.68
10/26/2010 0:00:00,93.68
10/27/2010 0:00:00,93.68
10/28/2010 0:00:00,93.69
10/29/2010 0:00:00,93.69
11/1/2010 0:00:00,93.69
11/2/2010 0:00:00,93.69
11/3/2010 0:00:00,93.69
11/4/2010 0:00:00,93.69
11/5/2010 0:00:00,93.70
11/8/2010 0:00:00,93.70
11/9/2010 0:00:00,93.70
11/10/2010 0:00:00,93.70
11/11/2010 0:00:00,93.70
11/12/2010 0:00:00,93.70
11/15/2010 0:00:00,93.70
11/16/2010 0:00:00,93.70
11/17/2010 0:00:00,93.71
11/18/2010 0:00:00,93.71
11/19/2010 0:00:00,93.71
11/22/2010 0:00:00,93.71
11/23/2010 0:00:00,93.71
11/24/2010 0:00:00,93.72
11/25/2010 0:00:00,93.72
11/26/2010 0:00:00,93.72
11/29/2010 0:00:00,93.73
11/30/2010 0:00:00,93.73
12/1/2010 0:00:00,93.73
12/2/2010 0:00:00,93.73
12/3/2010 0:00:00,93.73
12/6/2010 0:00:00,93.74
12/7/2010 0:00:00,93.74
12/8/2010 0:00:00,93.75
12/9/2010 0:00:00,93.75
12/10/2010 0:00:00,93.76
12/13/2010 0:00:00,93.76
12/14/2010 0:00:00,93.76
12/15/2010 0:00:00,93.76
12/16/2010 0:00:00,93.76
12/17/2010 0:00:00,93.76
12/20/2010 0:00:00,93.77
12/21/2010 0:00:00,93.77
12/22/2010 0:00:00,93.77
12/23/2010 0:00:00,93.77
12/24/2010 0:00:00,93.78
12/27/2010 0:00:00,93.78
12/28/2010 0:00:00,93.78
12/29/2010 0:00:00,93.78
12/30/2010 0:00:00,93.79
12/31/2010 0:00:00,93.80
1/3/2011 0:00:00,93.80
1/4/2011 0:00:00,93.80
1/5/2011 0:00:00,93.80
1/6/2011 0:00:00,93.81
1/7/2011 0:00:00,93.82
1/10/2011 0:00:00,93.82
1/11/2011 0:00:00,93.82
1/12/2011 0:00:00,93.82
1/13/2011 0:00:00,93.83
1/14/2011 0:00:00,93.83
1/17/2011 0:00:00,93.83
1/18/2011 0:00:00,93.83
1/19/2011 0:00:00,93.84
1/20/2011 0:00:00,93.84
1/21/2011 0:00:00,93.85
1/24/2011 0:00:00,93.86
1/25/2011 0:00:00,93.87
1/26/2011 0:00:00,93.87
1/27/2011 0:00:00,93.88
1/28/2011 0:00:00,93.88
1/31/2011 0:00:00,93.88
2/1/2011 0:00:00,93.89
2/2/2011 0:00:00,93.89
2/3/2011 0:00:00,93.89
2/4/2011 0:00:00,93.89
2/7/2011 0:00:00,93.89
2/8/2011 0:00:00,93.90
2/9/2011 0:00:00,93.90
2/10/2011 0:00:00,93.91
2/11/2011 0:00:00,93.91
2/14/2011 0:00:00,93.91
2/15/2011 0:00:00,93.92
2/16/2011 0:00:00,93.92
2/17/2011 0:00:00,93.93
2/18/2011 0:00:00,93.93
2/21/2011 0:00:00,93.93
2/22/2011 0:00:00,93.94
2/23/2011 0:00:00,93.94
2/24/2011 0:00:00,93.95
2/25/2011 0:00:00,93.95
2/28/2011 0:00:00,93.95
3/1/2011 0:00:00,93.95
3/2/2011 0:00:00,93.95
3/3/2011 0:00:00,93.96
3/4/2011 0:00:00,93.96
3/7/2011 0:00:00,93.96
3/8/2011 0:00:00,93.97
3/9/2011 0:00:00,93.97
3/10/2011 0:00:00,93.97
3/11/2011 0:00:00,93.98
3/14/2011 0:00:00,93.98
3/15/2011 0:00:00,93.98
3/16/2011 0:00:00,93.99
3/17/2011 0:00:00,93.99
3/18/2011 0:00:00,94.00
3/21/2011 0:00:00,94.00
3/22/2011 0:00:00,94.00
3/23/2011 0:00:00,94.00
3/24/2011 0:00:00,94.00
3/25/2011 0:00:00,94.00
3/28/2011 0:00:00,94.00
3/29/2011 0:00:00,94.01
3/30/2011 0:00:00,94.02
3/31/2011 0:00:00,94.03
4/1/2011 0:00:00,94.03
4/4/2011 0:00:00,94.03
4/5/2011 0:00:00,94.04
4/6/2011 0:00:00,94.04
4/7/2011 0:00:00,94.04
4/8/2011 0:00:00,94.04
4/11/2011 0:00:00,94.04
4/12/2011 0:00:00,94.04
4/13/2011 0:00:00,94.04
4/14/2011 0:00:00,94.05
4/15/2011 0:00:00,94.05
4/18/2011 0:00:00,94.05
4/19/2011 0:00:00,94.06
4/20/2011 0:00:00,94.06
4/21/2011 0:00:00,94.07
4/22/2011 0:00:00,94.08
4/25/2011 0:00:00,94.08
4/26/2011 0:00:00,94.09
4/27/2011 0:00:00,94.09
4/28/2011 0:00:00,94.10
4/29/2011 0:00:00,94.10
5/2/2011 0:00:00,94.11
5/3/2011 0:00:00,94.11
5/4/2011 0:00:00,94.12
5/5/2011 0:00:00,94.12
5/6/2011 0:00:00,94.12
5/9/2011 0:00:00,94.13
5/10/2011 0:00:00,94.13
5/11/2011 0:00:00,94.13
5/12/2011 0:00:00,94.14
5/13/2011 0:00:00,94.14
5/16/2011 0:00:00,94.14
5/17/2011 0:00:00,94.14
5/18/2011 0:00:00,94.15
5/19/2011 0:00:00,94.16
5/20/2011 0:00:00,94.18
5/23/2011 0:00:00,94.19
5/24/2011 0:00:00,94.19
5/25/2011 0:00:00,94.19
5/26/2011 0:00:00,94.20
5/27/2011 0:00:00,94.20
5/30/2011 0:00:00,94.21
5/31/2011 0:00:00,94.21
6/1/2011 0:00:00,94.22
6/2/2011 0:00:00,94.22
6/3/2011 0:00:00,94.24
6/6/2011 0:00:00,94.24
6/7/2011 0:00:00,94.24
6/8/2011 0:00:00,94.24
6/9/2011 0:00:00,94.24
6/10/2011 0:00:00,94.25
6/13/2011 0:00:00,94.25
6/14/2011 0:00:00,94.25
6/15/2011 0:00:00,94.25
6/16/2011 0:00:00,94.26
6/17/2011 0:00:00,94.26
6/20/2011 0:00:00,94.27
6/21/2011 0:00:00,94.27
6/22/2011 0:00:00,94.28
6/23/2011 0:00:00,94.29
6/24/2011 0:00:00,94.30
6/27/2011 0:00:00,94.30
6/28/2011 0:00:00,94.31
6/29/2011 0:00:00,94.31
6/30/2011 0:00:00,94.32
7/1/2011 0:00:00,94.32
7/4/2011 0:00:00,94.32
7/5/2011 0:00:00,94.32
7/6/2011 0:00:00,94.33
7/7/2011 0:00:00,94.33
7/8/2011 0:00:00,94.33
7/11/2011 0:00:00,94.33
7/12/2011 0:00:00,94.34
7/13/2011 0:00:00,94.35
7/14/2011 0:00:00,94.35
7/15/2011 0:00:00,94.35
7/18/2011 0:00:00,94.35
7/19/2011 0:00:00,94.35
7/20/2011 0:00:00,94.35
7/21/2011 0:00:00,94.35
7/22/2011 0:00:00,94.36
7/25/2011 0:00:00,94.37
7/26/2011 0:00:00,85.47
7/27/2011 0:00:00,94.37
7/28/2011 0:00:00,94.38
7/29/2011 0:00:00,94.38
8/1/2011 0:00:00,94.38
8/2/2011 0:00:00,94.38
8/3/2011 0:00:00,94.39
8/4/2011 0:00:00,94.39
8/5/2011 0:00:00,94.39
8/8/2011 0:00:00,94.39
8/9/2011 0:00:00,94.40
8/10/2011 0:00:00,94.40
8/11/2011 0:00:00,94.41
8/12/2011 0:00:00,94.41
8/15/2011 0:00:00,94.41
8/16/2011 0:00:00,94.42
8/17/2011 0:00:00,94.43
8/18/2011 0:00:00,94.44
8/19/2011 0:00:00,94.44
8/22/2011 0:00:00,94.44
8/23/2011 0:00:00,94.45
8/24/2011 0:00:00,94.45
8/25/2011 0:00:00,94.45
8/26/2011 0:00:00,94.45
8/29/2011 0:00:00,94.46
8/30/2011 0:00:00,94.46
8/31/2011 0:00:00,94.47
9/1/2011 0:00:00,94.47
9/2/2011 0:00:00,94.47
9/5/2011 0:00:00,94.47
9/6/2011 0:00:00,94.47
9/7/2011 0:00:00,94.48
9/8/2011 0:00:00,94.48
9/9/2011 0:00:00,94.48
9/12/2011 0:00:00,94.48
9/13/2011 0:00:00,94.50
9/14/2011 0:00:00,94.50
9/15/2011 0:00:00,94.50
9/16/2011 0:00:00,94.51
9/19/2011 0:00:00,94.51
9/20/2011 0:00:00,94.51
9/21/2011 0:00:00,94.51
9/22/2011 0:00:00,94.52
9/23/2011 0:00:00,94.52
9/26/2011 0:00:00,94.53
9/27/2011 0:00:00,94.53
9/28/2011 0:00:00,94.54
9/29/2011 0:00:00,94.54
9/30/2011 0:00:00,94.55
10/3/2011 0:00:00,94.55
10/4/2011 0:00:00,94.55
10/5/2011 0:00:00,94.55
10/6/2011 0:00:00,94.56
10/7/2011 0:00:00,94.56
10/10/2011 0:00:00,94.56
10/11/2011 0:00:00,94.57
10/12/2011 0:00:00,94.57
10/13/2011 0:00:00,94.58
10/14/2011 0:00:00,94.58
10/17/2011 0:00:00,94.58
10/18/2011 0:00:00,94.59
10/19/2011 0:00:00,94.59
10/20/2011 0:00:00,94.60
10/21/2011 0:00:00,94.60
10/24/2011 0:00:00,94.61
10/25/2011 0:00:00,94.61
10/26/2011 0:00:00,94.61
10/27/2011 0:00:00,94.62
10/28/2011 0:00:00,94.62
10/31/2011 0:00:00,94.62
11/1/2011 0:00:00,94.62
11/2/2011 0:00:00,94.62
11/3/2011 0:00:00,94.64
11/4/2011 0:00:00,94.64
11/7/2011 0:00:00,94.64
11/8/2011 0:00:00,94.64
11/9/2011 0:00:00,94.66
11/10/2011 0:00:00,94.66
11/11/2011 0:00:00,94.66
11/14/2011 0:00:00,94.66
11/15/2011 0:00:00,94.66
11/16/2011 0:00:00,94.67
11/17/2011 0:00:00,94.67
11/18/2011 0:00:00,94.67
11/21/2011 0:00:00,94.68
11/22/2011 0:00:00,94.68
11/23/2011 0:00:00,94.68
11/24/2011 0:00:00,94.69
11/25/2011 0:00:00,94.69
11/28/2011 0:00:00,94.69
11/29/2011 0:00:00,94.69
11/30/2011 0:00:00,94.70
12/1/2011 0:00:00,94.70
12/2/2011 0:00:00,94.70
12/5/2011 0:00:00,94.70
12/6/2011 0:00:00,94.70
12/7/2011 0:00:00,94.72
12/8/2011 0:00:00,94.72
12/9/2011 0:00:00,94.72
12/12/2011 0:00:00,94.73
12/13/2011 0:00:00,94.74
12/14/2011 0:00:00,94.75
12/15/2011 0:00:00,94.75
12/16/2011 0:00:00,94.76
12/19/2011 0:00:00,94.76
12/20/2011 0:00:00,94.76
12/21/2011 0:00:00,94.77
12/22/2011 0:00:00,94.78
12/23/2011 0:00:00,94.79
12/26/2011 0:00:00,94.79
12/27/2011 0:00:00,94.80
12/28/2011 0:00:00,94.81
12/29/2011 0:00:00,94.81
12/30/2011 0:00:00,94.83
1/2/2012 0:00:00,94.83
1/3/2012 0:00:00,94.84
1/4/2012 0:00:00,94.84
1/5/2012 0:00:00,94.85
1/6/2012 0:00:00,94.85
1/9/2012 0:00:00,94.85
1/10/2012 0:00:00,94.85
1/11/2012 0:00:00,94.86
1/12/2012 0:00:00,94.86
1/13/2012 0:00:00,94.86
1/16/2012 0:00:00,94.86
1/17/2012 0:00:00,94.87
1/18/2012 0:00:00,94.87
1/19/2012 0:00:00,94.87
1/20/2012 0:00:00,94.87
1/23/2012 0:00:00,94.88
1/24/2012 0:00:00,94.89
1/25/2012 0:00:00,94.90
1/26/2012 0:00:00,94.90
1/27/2012 0:00:00,94.90
1/30/2012 0:00:00,94.91
1/31/2012 0:00:00,94.91
2/1/2012 0:00:00,94.91
2/2/2012 0:00:00,94.92
2/3/2012 0:00:00,94.95
2/6/2012 0:00:00,94.95
2/7/2012 0:00:00,94.96
2/8/2012 0:00:00,94.96
2/9/2012 0:00:00,94.96
2/10/2012 0:00:00,95.00
2/13/2012 0:00:00,95.00
2/14/2012 0:00:00,95.00
2/15/2012 0:00:00,95.00
2/16/2012 0:00:00,95.01
2/17/2012 0:00:00,95.02
2/20/2012 0:00:00,95.03
2/21/2012 0:00:00,95.04
2/22/2012 0:00:00,95.04
2/23/2012 0:00:00,95.06
2/24/2012 0:00:00,95.06
2/27/2012 0:00:00,95.06
2/28/2012 0:00:00,95.08
2/29/2012 0:00:00,95.09
3/1/2012 0:00:00,95.10
3/2/2012 0:00:00,95.11
3/5/2012 0:00:00,95.11
3/6/2012 0:00:00,95.12
3/7/2012 0:00:00,95.13
3/8/2012 0:00:00,95.16
3/9/2012 0:00:00,95.16
3/12/2012 0:00:00,95.16
3/13/2012 0:00:00,95.17
3/14/2012 0:00:00,95.17
3/15/2012 0:00:00,95.17
3/16/2012 0:00:00,95.18
3/19/2012 0:00:00,95.18
3/20/2012 0:00:00,95.18
3/21/2012 0:00:00,95.22
3/22/2012 0:00:00,95.22
3/23/2012 0:00:00,95.25
3/26/2012 0:00:00,95.26
3/27/2012 0:00:00,95.27
3/28/2012 0:00:00,95.27
3/29/2012 0:00:00,95.27
3/30/2012 0:00:00,95.29
4/2/2012 0:00:00,95.30
4/3/2012 0:00:00,95.30
4/4/2012 0:00:00,95.30
4/5/2012 0:00:00,95.31
4/6/2012 0:00:00,95.37
4/9/2012 0:00:00,95.38
4/10/2012 0:00:00,95.42
4/11/2012 0:00:00,95.46
4/12/2012 0:00:00,95.49
4/13/2012 0:00:00,95.49
4/16/2012 0:00:00,95.50
4/17/2012 0:00:00,95.50
4/18/2012 0:00:00,95.55
4/19/2012 0:00:00,95.57
